GSSyear                    ,Idnum,Ballot used for interview,prestige
2012,1060,Ballot b,33
2012,1061,Ballot a,48
2012,1062,Ballot a,38
2012,1063,Ballot b,46
2012,1064,Ballot a,35
2012,1065,Ballot b,18
2012,1066,Ballot a,25
2012,1067,Ballot b,28
2012,1068,Ballot c,36
2012,1069,Ballot a,48
2012,1070,Ballot b,64
2012,1071,Ballot a,41
2012,1072,Ballot c,28
2012,1073,Ballot b,24
2012,1074,Ballot c,55
2012,1075,Ballot a,39
2012,1076,Ballot c,64
2012,1077,Ballot a,53
2012,1078,Ballot c,61
2012,1079,Ballot a,46
2012,1080,Ballot c,35
2012,1081,Ballot b,21
2012,1082,Ballot c,35
2012,1083,Ballot b,61
2012,1084,Ballot c,39
2012,1085,Ballot b,47
2012,1086,Ballot c,25
2012,1087,Ballot a,48
2012,1088,Ballot c,53
2012,1089,Ballot a,25
2012,1090,Ballot c,24
2012,1091,Ballot a,35
2012,1092,Ballot b,32
2012,1093,Ballot c,35
2012,1094,Ballot a,28
2012,1095,Ballot b,48
2012,1096,Ballot a,40
2012,1097,Ballot a,45
2012,1098,Ballot b,60
2012,1099,Ballot a,31
2012,1100,Ballot b,45
2012,1101,Ballot c,18
2012,1102,Ballot b,35
2012,1103,Ballot c,63
2012,1104,Ballot a,33
2012,1105,Ballot b,49
2012,1106,Ballot c,28
2012,1107,Ballot a,33
2012,1108,Ballot b,39
2012,1109,Ballot a,25
2012,1110,Ballot b,31
2012,1111,Ballot a,59
2012,1112,Ballot b,50
2012,1113,Ballot c,51
2012,1114,Ballot a,38
2012,1115,Ballot b,31
2012,1116,Ballot b,31
2012,1117,Ballot a,74
2012,1118,Ballot a,41
2012,1119,Ballot c,45
2012,1120,Ballot b,50
2012,1121,Ballot b,31
2012,1122,Ballot c,34
2012,1123,Ballot b,70
2012,1124,Ballot b,39
2012,1125,Ballot c,31
2012,1126,Ballot b,0
2012,1127,Ballot a,0
2012,1128,Ballot c,53
2012,1129,Ballot b,32
2012,1130,Ballot c,41
2012,1131,Ballot b,59
2012,1132,Ballot c,39
2012,1133,Ballot b,0
2012,1134,Ballot c,44
2012,1135,Ballot b,35
2012,1136,Ballot c,48
2012,1137,Ballot c,64
2012,1138,Ballot c,51
2012,1139,Ballot b,42
2012,1140,Ballot c,24
2012,1141,Ballot a,48
2012,1142,Ballot b,64
2012,1143,Ballot b,35
2012,1144,Ballot b,64
2012,1145,Ballot a,39
2012,1146,Ballot c,31
2012,1147,Ballot a,47
2012,1148,Ballot b,35
2012,1149,Ballot a,63
2012,1150,Ballot b,0
2012,1151,Ballot a,53
2012,1152,Ballot c,44
2012,1153,Ballot a,25
2012,1154,Ballot c,35
2012,1155,Ballot a,26
2012,1156,Ballot c,22
2012,1157,Ballot a,39
2012,1158,Ballot b,25
2012,1159,Ballot b,69
2012,1160,Ballot c,29
2012,1161,Ballot a,48
2012,1162,Ballot b,61
2012,1163,Ballot c,54
2012,1164,Ballot a,25
2012,1165,Ballot b,33
2012,1166,Ballot a,25
2012,1167,Ballot b,0
2012,1168,Ballot a,28
2012,1169,Ballot c,47
2012,1170,Ballot b,31
2012,1171,Ballot b,44
2012,1172,Ballot b,63
2012,1173,Ballot c,47
2012,1174,Ballot a,24
2012,1175,Ballot b,39
2012,1176,Ballot a,46
2012,1177,Ballot b,61
2012,1178,Ballot c,39
2012,1179,Ballot a,60
2012,1180,Ballot a,46
2012,1181,Ballot b,61
2012,1182,Ballot a,26
2012,1183,Ballot b,0
2012,1184,Ballot c,35
2012,1185,Ballot c,61
2012,1186,Ballot a,28
2012,1187,Ballot b,0
2012,1188,Ballot c,28
2012,1189,Ballot a,38
2012,1190,Ballot b,38
2012,1191,Ballot b,61
2012,1192,Ballot c,73
2012,1193,Ballot b,55
2012,1194,Ballot c,0
2012,1195,Ballot a,61
2012,1196,Ballot c,31
2012,1197,Ballot a,51
2012,1198,Ballot a,25
2012,1199,Ballot a,45
2012,1200,Ballot a,31
2012,1201,Ballot c,59
2012,1202,Ballot c,63
2012,1203,Ballot a,39
2012,1204,Ballot a,35
2012,1205,Ballot c,44
2012,1206,Ballot a,36
2012,1207,Ballot b,50
2012,1208,Ballot b,38
2012,1209,Ballot c,64
2012,1210,Ballot a,51
2012,1211,Ballot b,47
2012,1212,Ballot c,34
2012,1213,Ballot a,36
2012,1214,Ballot a,27
2012,1215,Ballot b,24
2012,1216,Ballot c,18
2012,1217,Ballot a,49
2012,1218,Ballot c,48
2012,1219,Ballot b,38
2012,1220,Ballot a,31
2012,1221,Ballot c,63
2012,1222,Ballot c,63
2012,1223,Ballot a,53
2012,1224,Ballot b,39
2012,1225,Ballot c,54
2012,1226,Ballot b,48
2012,1227,Ballot c,50
2012,1228,Ballot c,43
2012,1229,Ballot a,25
2012,1230,Ballot b,46
2012,1231,Ballot c,25
2012,1232,Ballot a,49
2012,1233,Ballot c,48
2012,1234,Ballot b,44
2012,1235,Ballot c,64
2012,1236,Ballot a,47
2012,1237,Ballot b,64
2012,1238,Ballot b,36
2012,1239,Ballot c,40
2012,1240,Ballot a,47
2012,1241,Ballot c,28
2012,1242,Ballot a,46
2012,1243,Ballot a,31
2012,1244,Ballot b,27
2012,1245,Ballot b,46
2012,1246,Ballot c,37
2012,1247,Ballot a,39
2012,1248,Ballot b,41
2012,1249,Ballot c,47
2012,1250,Ballot b,36
2012,1251,Ballot c,35
2012,1252,Ballot a,37
2012,1253,Ballot b,73
2012,1254,Ballot b,37
2012,1255,Ballot a,47
2012,1256,Ballot b,55
2012,1257,Ballot c,33
2012,1258,Ballot b,73
2012,1259,Ballot c,72
2012,1260,Ballot b,28
2012,1261,Ballot a,31
2012,1262,Ballot b,40
2012,1263,Ballot a,31
2012,1264,Ballot b,73
2012,1265,Ballot c,35
2012,1266,Ballot a,39
2012,1267,Ballot b,31
2012,1268,Ballot a,0
2012,1269,Ballot a,80
2012,1270,Ballot c,33
2012,1271,Ballot b,38
2012,1272,Ballot b,55
2012,1273,Ballot a,0
2012,1274,Ballot c,64
2012,1275,Ballot c,59
2012,1276,Ballot a,36
2012,1277,Ballot a,33
2012,1278,Ballot b,54
2012,1279,Ballot c,54
2012,1280,Ballot b,49
2012,1281,Ballot c,35
2012,1282,Ballot a,60
2012,1283,Ballot b,35
2012,1284,Ballot a,28
2012,1285,Ballot c,44
2012,1286,Ballot c,33
2012,1287,Ballot a,51
2012,1288,Ballot b,61
2012,1289,Ballot c,53
2012,1290,Ballot a,35
2012,1291,Ballot c,36
2012,1292,Ballot c,21
2012,1293,Ballot b,37
2012,1294,Ballot c,31
2012,1295,Ballot c,31
2012,1296,Ballot c,28
2012,1297,Ballot c,31
2012,1298,Ballot a,53
2012,1299,Ballot b,53
2012,1300,Ballot c,64
2012,1301,Ballot b,31
2012,1302,Ballot a,37
2012,1303,Ballot c,63
2012,1304,Ballot c,48
2012,1305,Ballot b,35
2012,1306,Ballot b,0
2012,1307,Ballot c,63
2012,1308,Ballot c,24
2012,1309,Ballot a,35
2012,1310,Ballot a,40
2012,1311,Ballot c,40
2012,1312,Ballot c,48
2012,1313,Ballot c,25
2012,1314,Ballot a,59
2012,1315,Ballot b,61
2012,1316,Ballot a,63
2012,1317,Ballot b,65
2012,1318,Ballot a,61
2012,1319,Ballot b,39
2012,1320,Ballot b,74
2012,1321,Ballot a,45
2012,1322,Ballot b,48
2012,1323,Ballot a,26
2012,1324,Ballot b,35
2012,1325,Ballot a,35
2012,1326,Ballot c,38
2012,1327,Ballot b,35
2012,1328,Ballot a,61
2012,1329,Ballot b,43
2012,1330,Ballot a,25
2012,1331,Ballot a,30
2012,1332,Ballot c,53
2012,1333,Ballot b,74
2012,1334,Ballot a,22
2012,1335,Ballot c,28
2012,1336,Ballot a,28
2012,1337,Ballot b,48
2012,1338,Ballot c,60
2012,1339,Ballot a,48
2012,1340,Ballot b,49
2012,1341,Ballot c,50
2012,1342,Ballot a,35
2012,1343,Ballot c,38
2012,1344,Ballot a,38
2012,1345,Ballot c,0
2012,1346,Ballot a,25
2012,1347,Ballot b,60
2012,1348,Ballot c,64
2012,1349,Ballot a,47
2012,1350,Ballot c,63
2012,1351,Ballot b,64
2012,1352,Ballot c,61
2012,1353,Ballot b,61
2012,1354,Ballot a,38
2012,1355,Ballot c,45
2012,1356,Ballot a,80
2012,1357,Ballot b,61
2012,1358,Ballot b,25
2012,1359,Ballot a,24
2012,1360,Ballot b,49
2012,1361,Ballot c,31
2012,1362,Ballot b,49
2012,1363,Ballot c,48
2012,1364,Ballot a,64
2012,1365,Ballot a,35
2012,1366,Ballot c,0
2012,1367,Ballot b,45
2012,1368,Ballot a,59
2012,1369,Ballot c,45
2012,1370,Ballot b,42
2012,1371,Ballot a,34
2012,1372,Ballot c,24
2012,1373,Ballot a,28
2012,1374,Ballot b,48
2012,1375,Ballot c,25
2012,1376,Ballot c,40
2012,1377,Ballot b,48
2012,1378,Ballot a,25
2012,1379,Ballot c,48
2012,1380,Ballot a,23
2012,1381,Ballot c,40
2012,1382,Ballot b,24
2012,1383,Ballot a,55
2012,1384,Ballot a,40
2012,1385,Ballot c,47
2012,1386,Ballot b,21
2012,1387,Ballot c,74
2012,1388,Ballot a,0
2012,1389,Ballot b,0
2012,1390,Ballot a,48
2012,1391,Ballot b,49
2012,1392,Ballot b,24
2012,1393,Ballot a,28
2012,1394,Ballot b,74
2012,1395,Ballot a,72
2012,1396,Ballot b,22
2012,1397,Ballot c,0
2012,1398,Ballot a,0
2012,1399,Ballot b,69
2012,1400,Ballot a,33
2012,1401,Ballot b,74
2012,1402,Ballot c,52
2012,1403,Ballot b,35
2012,1404,Ballot c,45
2012,1405,Ballot b,39
2012,1406,Ballot c,25
2012,1407,Ballot b,33
2012,1408,Ballot a,24
2012,1409,Ballot a,36
2012,1410,Ballot b,69
2012,1411,Ballot c,28
2012,1412,Ballot b,38
2012,1413,Ballot a,60
2012,1414,Ballot b,45
2012,1415,Ballot c,35
2012,1416,Ballot b,74
2012,1417,Ballot c,40
2012,1418,Ballot a,35
2012,1419,Ballot b,33
2012,1420,Ballot c,46
2012,1421,Ballot c,51
2012,1422,Ballot a,61
2012,1423,Ballot a,37
2012,1424,Ballot b,31
2012,1425,Ballot a,33
2012,1426,Ballot b,38
2012,1427,Ballot c,48
2012,1428,Ballot b,61
2012,1429,Ballot c,28
2012,1430,Ballot b,46
2012,1431,Ballot a,31
2012,1432,Ballot c,50
2012,1433,Ballot b,27
2012,1434,Ballot c,62
2012,1435,Ballot a,62
2012,1436,Ballot c,38
2012,1437,Ballot b,39
2012,1438,Ballot a,42
2012,1439,Ballot c,31
2012,1440,Ballot a,55
2012,1441,Ballot b,48
2012,1442,Ballot a,36
2012,1443,Ballot c,24
2012,1444,Ballot b,27
2012,1445,Ballot a,47
2012,1446,Ballot b,33
2012,1447,Ballot a,30
2012,1448,Ballot b,33
2012,1449,Ballot c,53
2012,1450,Ballot c,64
2012,1451,Ballot a,0
2012,1452,Ballot c,64
2012,1453,Ballot a,63
2012,1454,Ballot b,61
2012,1455,Ballot c,53
2012,1456,Ballot b,39
2012,1457,Ballot c,35
2012,1458,Ballot a,53
2012,1459,Ballot c,74
2012,1460,Ballot a,27
2012,1461,Ballot b,35
2012,1462,Ballot c,47
2012,1463,Ballot a,48
2012,1464,Ballot b,38
2012,1465,Ballot c,31
2012,1466,Ballot a,36
2012,1467,Ballot b,31
2012,1468,Ballot c,35
2012,1469,Ballot b,31
2012,1470,Ballot a,61
2012,1471,Ballot b,0
2012,1472,Ballot a,28
2012,1473,Ballot b,48
2012,1474,Ballot c,36
2012,1475,Ballot a,35
2012,1476,Ballot b,24
2012,1477,Ballot a,35
2012,1478,Ballot b,48
2012,1479,Ballot c,49
2012,1480,Ballot a,52
2012,1481,Ballot c,45
2012,1482,Ballot b,55
2012,1483,Ballot c,58
2012,1484,Ballot b,53
2012,1485,Ballot a,31
2012,1486,Ballot c,54
2012,1487,Ballot a,37
2012,1488,Ballot b,72
2012,1489,Ballot c,38
2012,1490,Ballot a,60
2012,1491,Ballot c,39
2012,1492,Ballot b,65
2012,1493,Ballot c,59
2012,1494,Ballot c,24
2012,1495,Ballot b,16
2012,1496,Ballot a,39
2012,1497,Ballot c,35
2012,1498,Ballot b,32
2012,1499,Ballot a,38
2012,1500,Ballot b,31
2012,1501,Ballot c,45
2012,1502,Ballot a,60
2012,1503,Ballot a,66
2012,1504,Ballot a,38
2012,1505,Ballot b,48
2012,1506,Ballot c,38
2012,1507,Ballot a,34
2012,1508,Ballot c,64
2012,1509,Ballot c,74
2012,1510,Ballot b,40
2012,1511,Ballot a,64
2012,1512,Ballot b,45
2012,1513,Ballot a,46
2012,1514,Ballot b,73
2012,1515,Ballot c,42
2012,1516,Ballot b,33
2012,1517,Ballot a,39
2012,1518,Ballot c,63
2012,1519,Ballot b,24
2012,1520,Ballot b,0
2012,1521,Ballot a,32
2012,1522,Ballot c,48
2012,1523,Ballot a,28
2012,1524,Ballot c,31
2012,1525,Ballot b,42
2012,1526,Ballot b,42
2012,1527,Ballot c,51
2012,1528,Ballot a,28
2012,1529,Ballot b,52
2012,1530,Ballot a,63
2012,1531,Ballot b,74
2012,1532,Ballot b,48
2012,1533,Ballot c,25
2012,1534,Ballot a,33
2012,1535,Ballot b,37
2012,1536,Ballot c,48
2012,1537,Ballot a,38
2012,1538,Ballot b,35
2012,1539,Ballot a,27
2012,1540,Ballot b,33
2012,1541,Ballot c,35
2012,1542,Ballot a,38
2012,1543,Ballot a,46
2012,1544,Ballot b,0
2012,1545,Ballot a,32
2012,1546,Ballot b,32
2012,1547,Ballot b,35
2012,1548,Ballot b,0
2012,1549,Ballot a,73
2012,1550,Ballot a,33
2012,1551,Ballot b,49
2012,1552,Ballot c,52
2012,1553,Ballot a,50
2012,1554,Ballot b,65
2012,1555,Ballot a,0
2012,1556,Ballot b,39
2012,1557,Ballot c,53
2012,1558,Ballot c,74
2012,1559,Ballot a,38
2012,1560,Ballot b,65
2012,1561,Ballot c,61
2012,1562,Ballot c,64
2012,1563,Ballot b,52
2012,1564,Ballot c,38
2012,1565,Ballot b,24
2012,1566,Ballot a,50
2012,1567,Ballot b,57
2012,1568,Ballot c,58
2012,1569,Ballot b,64
2012,1570,Ballot c,21
2012,1571,Ballot a,72
2012,1572,Ballot b,17
2012,1573,Ballot c,25
2012,1574,Ballot b,70
2012,1575,Ballot b,47
2012,1576,Ballot c,31
2012,1577,Ballot b,21
2012,1578,Ballot c,47
2012,1579,Ballot a,44
2012,1580,Ballot a,43
2012,1581,Ballot b,51
2012,1582,Ballot c,80
2012,1583,Ballot a,47
2012,1584,Ballot c,32
2012,1585,Ballot b,60
2012,1586,Ballot b,51
2012,1587,Ballot b,74
2012,1588,Ballot c,51
2012,1589,Ballot b,35
2012,1590,Ballot a,47
2012,1591,Ballot c,40
2012,1592,Ballot b,35
2012,1593,Ballot c,42
2012,1594,Ballot a,26
2012,1595,Ballot b,37
2012,1596,Ballot c,35
2012,1597,Ballot c,25
2012,1598,Ballot a,56
2012,1599,Ballot b,0
2012,1600,Ballot a,22
2012,1601,Ballot b,0
2012,1602,Ballot b,47
2012,1603,Ballot b,50
2012,1604,Ballot a,64
2012,1605,Ballot c,63
2012,1606,Ballot b,31
2012,1607,Ballot a,0
2012,1608,Ballot b,38
2012,1609,Ballot b,41
2012,1610,Ballot c,38
2012,1611,Ballot a,48
2012,1612,Ballot c,32
2012,1613,Ballot b,39
2012,1614,Ballot a,31
2012,1615,Ballot b,35
2012,1616,Ballot a,37
2012,1617,Ballot c,35
2012,1618,Ballot a,37
2012,1619,Ballot b,25
2012,1620,Ballot a,42
2012,1621,Ballot b,35
2012,1622,Ballot a,64
2012,1623,Ballot b,31
2012,1624,Ballot c,25
2012,1625,Ballot a,47
2012,1626,Ballot b,31
2012,1627,Ballot c,0
2012,1628,Ballot a,35
2012,1629,Ballot c,46
2012,1630,Ballot a,47
2012,1631,Ballot c,31
2012,1632,Ballot a,31
2012,1633,Ballot c,39
2012,1634,Ballot b,36
2012,1635,Ballot a,46
2012,1636,Ballot a,56
2012,1637,Ballot c,59
2012,1638,Ballot b,36
2012,1639,Ballot c,0
2012,1640,Ballot a,48
2012,1641,Ballot b,28
2012,1642,Ballot a,63
2012,1643,Ballot c,46
2012,1644,Ballot c,28
2012,1645,Ballot b,53
2012,1646,Ballot a,0
2012,1647,Ballot a,55
2012,1648,Ballot b,39
2012,1649,Ballot a,53
2012,1650,Ballot c,27
2012,1651,Ballot b,21
2012,1652,Ballot a,46
2012,1653,Ballot a,74
2012,1654,Ballot a,35
2012,1655,Ballot c,39
2012,1656,Ballot a,38
2012,1657,Ballot a,48
2012,1658,Ballot a,47
2012,1659,Ballot b,60
2012,1660,Ballot c,25
2012,1661,Ballot a,25
2012,1662,Ballot b,25
2012,1663,Ballot a,46
2012,1664,Ballot b,27
2012,1665,Ballot a,20
2012,1666,Ballot b,38
2012,1667,Ballot a,33
2012,1668,Ballot b,49
2012,1669,Ballot c,38
2012,1670,Ballot a,35
2012,1671,Ballot b,36
2012,1672,Ballot a,38
2012,1673,Ballot c,64
2012,1674,Ballot b,37
2012,1675,Ballot b,48
2012,1676,Ballot c,31
2012,1677,Ballot a,65
2012,1678,Ballot a,31
2012,1679,Ballot b,0
2012,1680,Ballot c,38
2012,1681,Ballot c,62
2012,1682,Ballot b,35
2012,1683,Ballot a,22
2012,1684,Ballot c,21
2012,1685,Ballot b,27
2012,1686,Ballot c,60
2012,1687,Ballot a,31
2012,1688,Ballot b,45
2012,1689,Ballot a,45
2012,1690,Ballot b,46
2012,1691,Ballot c,35
2012,1692,Ballot a,48
2012,1693,Ballot b,22
2012,1694,Ballot c,29
2012,1695,Ballot b,31
2012,1696,Ballot a,34
2012,1697,Ballot b,44
2012,1698,Ballot c,47
2012,1699,Ballot b,25
2012,1700,Ballot c,27
2012,1701,Ballot a,52
2012,1702,Ballot a,73
2012,1703,Ballot c,51
2012,1704,Ballot a,73
2012,1705,Ballot c,74
2012,1706,Ballot b,73
2012,1707,Ballot b,0
2012,1708,Ballot a,31
2012,1709,Ballot b,61
2012,1710,Ballot c,36
2012,1711,Ballot c,0
2012,1712,Ballot b,73
2012,1713,Ballot a,38
2012,1714,Ballot c,45
2012,1715,Ballot c,33
2012,1716,Ballot b,39
2012,1717,Ballot b,51
2012,1718,Ballot c,32
2012,1719,Ballot a,59
2012,1720,Ballot c,47
2012,1721,Ballot a,80
2012,1722,Ballot b,45
2012,1723,Ballot a,45
2012,1724,Ballot a,73
2012,1725,Ballot c,60
2012,1726,Ballot b,47
2012,1727,Ballot c,47
2012,1728,Ballot a,62
2012,1729,Ballot c,64
2012,1730,Ballot b,73
2012,1731,Ballot a,61
2012,1732,Ballot c,64
2012,1733,Ballot a,46
2012,1734,Ballot a,53
2012,1735,Ballot b,38
2012,1736,Ballot a,52
2012,1737,Ballot b,53
2012,1738,Ballot c,63
2012,1739,Ballot a,73
2012,1740,Ballot b,38
2012,1741,Ballot a,32
2012,1742,Ballot a,38
2012,1743,Ballot c,46
2012,1744,Ballot a,49
2012,1745,Ballot c,28
2012,1746,Ballot a,35
2012,1747,Ballot a,62
2012,1748,Ballot b,28
2012,1749,Ballot c,69
2012,1750,Ballot a,34
2012,1751,Ballot c,0
2012,1752,Ballot b,25
2012,1753,Ballot c,24
2012,1754,Ballot a,36
2012,1755,Ballot a,24
2012,1756,Ballot c,24
2012,1757,Ballot b,40
2012,1758,Ballot b,66
2012,1759,Ballot c,25
2012,1760,Ballot b,26
2012,1761,Ballot c,48
2012,1762,Ballot b,39
2012,1763,Ballot c,30
2012,1764,Ballot b,38
2012,1765,Ballot a,35
2012,1766,Ballot b,31
2012,1767,Ballot a,49
2012,1768,Ballot a,53
2012,1769,Ballot c,46
2012,1770,Ballot a,36
2012,1771,Ballot c,63
2012,1772,Ballot a,52
2012,1773,Ballot c,62
2012,1774,Ballot a,59
2012,1775,Ballot b,40
2012,1776,Ballot a,0
2012,1777,Ballot b,35
2012,1778,Ballot c,31
2012,1779,Ballot b,29
2012,1780,Ballot a,59
2012,1781,Ballot c,35
2012,1782,Ballot a,73
2012,1783,Ballot a,73
2012,1784,Ballot c,31
2012,1785,Ballot a,59
2012,1786,Ballot b,64
2012,1787,Ballot a,37
2012,1788,Ballot a,73
2012,1789,Ballot a,38
2012,1790,Ballot b,30
2012,1791,Ballot a,73
2012,1792,Ballot b,41
2012,1793,Ballot c,51
2012,1794,Ballot a,73
2012,1795,Ballot c,63
2012,1796,Ballot a,0
2012,1797,Ballot b,28
2012,1798,Ballot a,73
2012,1799,Ballot b,73
2012,1800,Ballot c,48
2012,1801,Ballot b,28
2012,1802,Ballot c,49
2012,1803,Ballot a,61
2012,1804,Ballot b,28
2012,1805,Ballot c,46
2012,1806,Ballot b,34
2012,1807,Ballot c,42
2012,1808,Ballot b,25
2012,1809,Ballot c,54
2012,1810,Ballot b,31
2012,1811,Ballot c,28
2012,1812,Ballot b,24
2012,1813,Ballot c,73
2012,1814,Ballot a,48
2012,1815,Ballot b,38
2012,1816,Ballot c,21
2012,1817,Ballot c,23
2012,1818,Ballot b,42
2012,1819,Ballot c,0
2012,1820,Ballot a,50
2012,1821,Ballot b,32
2012,1822,Ballot c,48
2012,1823,Ballot a,38
2012,1824,Ballot c,46
2012,1825,Ballot a,61
2012,1826,Ballot c,32
2012,1827,Ballot a,39
2012,1828,Ballot c,74
2012,1829,Ballot a,33
2012,1830,Ballot b,32
2012,1831,Ballot a,47
2012,1832,Ballot c,64
2012,1833,Ballot b,29
2012,1834,Ballot a,40
2012,1835,Ballot c,17
2012,1836,Ballot c,36
2012,1837,Ballot c,25
2012,1838,Ballot a,31
2012,1839,Ballot b,48
2012,1840,Ballot c,39
2012,1841,Ballot b,64
2012,1842,Ballot a,38
2012,1843,Ballot b,46
2012,1844,Ballot c,48
2012,1845,Ballot a,59
2012,1846,Ballot b,31
2012,1847,Ballot c,51
2012,1848,Ballot c,28
2012,1849,Ballot a,31
2012,1850,Ballot b,39
2012,1851,Ballot c,47
2012,1852,Ballot b,60
2012,1853,Ballot c,31
2012,1854,Ballot a,32
2012,1855,Ballot b,53
2012,1856,Ballot c,41
2012,1857,Ballot a,39
2012,1858,Ballot b,37
2012,1859,Ballot a,64
2012,1860,Ballot b,46
2012,1861,Ballot c,64
2012,1862,Ballot b,35
2012,1863,Ballot b,0
2012,1864,Ballot c,49
2012,1865,Ballot a,61
2012,1866,Ballot a,57
2012,1867,Ballot a,42
2012,1868,Ballot b,73
2012,1869,Ballot a,24
2012,1870,Ballot c,46
2012,1871,Ballot b,44
2012,1872,Ballot a,34
2012,1873,Ballot b,47
2012,1874,Ballot c,35
2012,1875,Ballot b,0
2012,1876,Ballot b,64
2012,1877,Ballot c,33
2012,1878,Ballot a,61
2012,1879,Ballot c,38
2012,1880,Ballot c,42
2012,1881,Ballot b,64
2012,1882,Ballot c,27
2012,1883,Ballot a,45
2012,1884,Ballot c,34
2012,1885,Ballot a,35
2012,1886,Ballot c,28
2012,1887,Ballot b,69
2012,1888,Ballot c,45
2012,1889,Ballot c,33
2012,1890,Ballot a,36
2012,1891,Ballot c,36
2012,1892,Ballot c,35
2012,1893,Ballot c,38
2012,1894,Ballot c,28
2012,1895,Ballot a,43
2012,1896,Ballot c,37
2012,1897,Ballot a,35
2012,1898,Ballot b,24
2012,1899,Ballot a,60
2012,1900,Ballot c,35
2012,1901,Ballot b,0
2012,1902,Ballot c,47
2012,1903,Ballot a,28
2012,1904,Ballot c,27
2012,1905,Ballot a,47
2012,1906,Ballot b,35
2012,1907,Ballot b,46
2012,1908,Ballot c,32
2012,1909,Ballot a,35
2012,1910,Ballot b,33
2012,1911,Ballot a,35
2012,1912,Ballot b,53
2012,1913,Ballot c,48
2012,1914,Ballot a,31
2012,1915,Ballot b,45
2012,1916,Ballot c,35
2012,1917,Ballot a,35
2012,1918,Ballot b,0
2012,1919,Ballot a,41
2012,1920,Ballot b,31
2012,1921,Ballot c,48
2012,1922,Ballot a,0
2012,1923,Ballot b,53
2012,1924,Ballot c,25
2012,1925,Ballot a,35
2012,1926,Ballot b,38
2012,1927,Ballot a,44
2012,1928,Ballot b,45
2012,1929,Ballot b,25
2012,1930,Ballot c,48
2012,1931,Ballot b,44
2012,1932,Ballot c,0
2012,1933,Ballot a,61
2012,1934,Ballot b,40
2012,1935,Ballot c,31
2012,1936,Ballot a,40
2012,1937,Ballot b,61
2012,1938,Ballot c,60
2012,1939,Ballot c,0
2012,1940,Ballot b,0
2012,1941,Ballot c,46
2012,1942,Ballot b,28
2012,1943,Ballot c,35
2012,1944,Ballot a,21
2012,1945,Ballot b,20
2012,1946,Ballot c,46
2012,1947,Ballot b,48
2012,1948,Ballot c,42
2012,1949,Ballot b,47
2012,1950,Ballot c,59
2012,1951,Ballot b,31
2012,1952,Ballot a,28
2012,1953,Ballot b,64
2012,1954,Ballot c,25
2012,1955,Ballot b,40
2012,1956,Ballot c,45
2012,1957,Ballot b,61
2012,1958,Ballot c,70
2012,1959,Ballot a,53
2012,1960,Ballot c,52
2012,1961,Ballot c,38
2012,1962,Ballot b,35
2012,1963,Ballot a,32
2012,1964,Ballot a,35
2012,1965,Ballot b,51
2012,1966,Ballot c,35
2012,1967,Ballot b,0
2012,1968,Ballot c,28
2012,1969,Ballot a,0
2012,1970,Ballot b,38
2012,1971,Ballot c,47
2012,1972,Ballot a,41
2012,1973,Ballot b,53
2012,1974,Ballot c,0
2014,1,Ballot c,53
2014,2,Ballot c,51
2014,3,Ballot a,39
2014,4,Ballot b,53
2014,5,Ballot c,60
2014,6,Ballot a,46
2014,7,Ballot b,0
2014,8,Ballot b,53
2014,9,Ballot c,0
2014,10,Ballot c,42
2014,11,Ballot c,0
2014,12,Ballot a,35
2014,13,Ballot a,25
2014,14,Ballot a,35
2014,15,Ballot b,32
2014,16,Ballot b,44
2014,17,Ballot c,48
2014,18,Ballot c,36
2014,19,Ballot b,35
2014,20,Ballot c,21
2014,21,Ballot a,58
2014,22,Ballot b,0
2014,23,Ballot c,21
2014,24,Ballot c,36
2014,25,Ballot c,56
2014,26,Ballot c,38
2014,27,Ballot a,37
2014,28,Ballot b,69
2014,29,Ballot c,50
2014,30,Ballot c,51
2014,31,Ballot a,49
2014,32,Ballot a,45
2014,33,Ballot a,0
2014,34,Ballot c,26
2014,35,Ballot b,33
2014,36,Ballot c,48
2014,37,Ballot a,21
2014,38,Ballot b,45
2014,39,Ballot c,31
2014,40,Ballot c,38
2014,41,Ballot a,66
2014,42,Ballot a,60
2014,43,Ballot a,24
2014,44,Ballot b,45
2014,45,Ballot c,48
2014,46,Ballot c,46
2014,47,Ballot a,59
2014,48,Ballot a,35
2014,49,Ballot a,51
2014,50,Ballot a,28
2014,51,Ballot b,47
2014,52,Ballot c,61
2014,53,Ballot c,31
2014,54,Ballot b,47
2014,55,Ballot a,51
2014,56,Ballot a,52
2014,57,Ballot c,47
2014,58,Ballot c,39
2014,59,Ballot b,45
2014,60,Ballot c,60
2014,61,Ballot c,36
2014,62,Ballot b,43
2014,63,Ballot c,64
2014,64,Ballot c,55
2014,65,Ballot a,60
2014,66,Ballot c,63
2014,67,Ballot c,63
2014,68,Ballot b,57
2014,69,Ballot c,31
2014,70,Ballot c,31
2014,71,Ballot b,50
2014,72,Ballot c,61
2014,73,Ballot b,39
2014,74,Ballot b,55
2014,75,Ballot c,64
2014,76,Ballot c,64
2014,77,Ballot c,42
2014,78,Ballot c,52
2014,79,Ballot c,48
2014,80,Ballot a,35
2014,81,Ballot b,25
2014,82,Ballot c,31
2014,83,Ballot c,31
2014,84,Ballot a,33
2014,85,Ballot c,28
2014,86,Ballot b,48
2014,87,Ballot b,38
2014,88,Ballot c,39
2014,89,Ballot a,31
