GSSyear                    ,Idnum,Ballot used for interview,prestige
2014,90,Ballot c,48
2014,91,Ballot b,66
2014,92,Ballot a,35
2014,93,Ballot c,51
2014,94,Ballot b,48
2014,95,Ballot b,44
2014,96,Ballot a,35
2014,97,Ballot a,35
2014,98,Ballot c,35
2014,99,Ballot c,0
2014,100,Ballot b,24
2014,101,Ballot b,40
2014,102,Ballot b,57
2014,103,Ballot c,48
2014,104,Ballot b,47
2014,105,Ballot a,26
2014,106,Ballot b,49
2014,107,Ballot b,47
2014,108,Ballot b,46
2014,109,Ballot b,70
2014,110,Ballot b,46
2014,111,Ballot a,47
2014,112,Ballot b,25
2014,113,Ballot a,36
2014,114,Ballot c,18
2014,115,Ballot a,24
2014,116,Ballot b,64
2014,117,Ballot b,53
2014,118,Ballot a,45
2014,119,Ballot a,64
2014,120,Ballot a,28
2014,121,Ballot c,51
2014,122,Ballot c,61
2014,123,Ballot c,61
2014,124,Ballot b,74
2014,125,Ballot c,29
2014,126,Ballot a,71
2014,127,Ballot c,47
2014,128,Ballot c,80
2014,129,Ballot a,48
2014,130,Ballot a,54
2014,131,Ballot c,53
2014,132,Ballot b,63
2014,133,Ballot a,40
2014,134,Ballot c,51
2014,135,Ballot b,31
2014,136,Ballot a,51
2014,137,Ballot a,80
2014,138,Ballot a,35
2014,139,Ballot a,61
2014,140,Ballot a,48
2014,141,Ballot b,51
2014,142,Ballot c,64
2014,143,Ballot b,45
2014,144,Ballot c,42
2014,145,Ballot c,32
2014,146,Ballot c,61
2014,147,Ballot c,53
2014,148,Ballot c,52
2014,149,Ballot b,31
2014,150,Ballot b,38
2014,151,Ballot c,48
2014,152,Ballot c,61
2014,153,Ballot c,30
2014,154,Ballot a,18
2014,155,Ballot b,25
2014,156,Ballot b,42
2014,157,Ballot a,44
2014,158,Ballot a,32
2014,159,Ballot c,37
2014,160,Ballot b,59
2014,161,Ballot c,45
2014,162,Ballot b,40
2014,163,Ballot c,64
2014,164,Ballot b,50
2014,165,Ballot c,60
2014,166,Ballot c,32
2014,167,Ballot a,73
2014,168,Ballot b,64
2014,169,Ballot b,69
2014,170,Ballot b,31
2014,171,Ballot c,50
2014,172,Ballot c,36
2014,173,Ballot c,53
2014,174,Ballot a,45
2014,175,Ballot a,36
2014,176,Ballot a,43
2014,177,Ballot c,46
2014,178,Ballot c,31
2014,179,Ballot c,64
2014,180,Ballot a,71
2014,181,Ballot b,48
2014,182,Ballot b,0
2014,183,Ballot c,0
2014,184,Ballot a,40
2014,185,Ballot a,26
2014,186,Ballot c,46
2014,187,Ballot b,17
2014,188,Ballot b,28
2014,189,Ballot a,48
2014,190,Ballot c,46
2014,191,Ballot c,39
2014,192,Ballot b,38
2014,193,Ballot c,35
2014,194,Ballot c,25
2014,195,Ballot b,47
2014,196,Ballot c,47
2014,197,Ballot b,25
2014,198,Ballot c,28
2014,199,Ballot b,21
2014,200,Ballot c,48
2014,201,Ballot c,37
2014,202,Ballot c,24
2014,203,Ballot b,25
2014,204,Ballot a,28
2014,205,Ballot a,31
2014,206,Ballot b,25
2014,207,Ballot a,43
2014,208,Ballot c,28
2014,209,Ballot b,23
2014,210,Ballot b,31
2014,211,Ballot a,48
2014,212,Ballot a,0
2014,213,Ballot c,0
2014,214,Ballot b,25
2014,215,Ballot b,25
2014,216,Ballot c,0
2014,217,Ballot c,44
2014,218,Ballot c,49
2014,219,Ballot b,35
2014,220,Ballot a,32
2014,221,Ballot c,28
2014,222,Ballot b,38
2014,223,Ballot a,38
2014,224,Ballot b,32
2014,225,Ballot b,53
2014,226,Ballot b,51
2014,227,Ballot a,67
2014,228,Ballot c,48
2014,229,Ballot c,25
2014,230,Ballot b,33
2014,231,Ballot c,35
2014,232,Ballot b,80
2014,233,Ballot c,46
2014,234,Ballot c,64
2014,235,Ballot a,43
2014,236,Ballot c,53
2014,237,Ballot b,0
2014,238,Ballot a,53
2014,239,Ballot a,0
2014,240,Ballot a,27
2014,241,Ballot a,26
2014,242,Ballot b,64
2014,243,Ballot b,64
2014,244,Ballot b,28
2014,245,Ballot c,37
2014,246,Ballot b,26
2014,247,Ballot c,32
2014,248,Ballot a,45
2014,249,Ballot a,47
2014,250,Ballot a,55
2014,251,Ballot b,45
2014,252,Ballot a,40
2014,253,Ballot a,51
2014,254,Ballot b,0
2014,255,Ballot c,35
2014,256,Ballot b,45
2014,257,Ballot b,59
2014,258,Ballot b,58
2014,259,Ballot b,31
2014,260,Ballot b,31
2014,261,Ballot b,24
2014,262,Ballot a,35
2014,263,Ballot c,60
2014,264,Ballot a,25
2014,265,Ballot a,27
2014,266,Ballot b,25
2014,267,Ballot b,0
2014,268,Ballot a,65
2014,269,Ballot b,31
2014,270,Ballot b,61
2014,271,Ballot c,25
2014,272,Ballot a,72
2014,273,Ballot a,65
2014,274,Ballot c,24
2014,275,Ballot a,50
2014,276,Ballot c,61
2014,277,Ballot a,65
2014,278,Ballot b,33
2014,279,Ballot b,50
2014,280,Ballot a,54
2014,281,Ballot b,27
2014,282,Ballot b,36
2014,283,Ballot a,51
2014,284,Ballot b,0
2014,285,Ballot a,47
2014,286,Ballot b,28
2014,287,Ballot a,31
2014,288,Ballot b,65
2014,289,Ballot c,48
2014,290,Ballot a,25
2014,291,Ballot a,53
2014,292,Ballot a,27
2014,293,Ballot a,39
2014,294,Ballot c,38
2014,295,Ballot c,45
2014,296,Ballot b,35
2014,297,Ballot c,62
2014,298,Ballot c,18
2014,299,Ballot b,45
2014,300,Ballot c,74
2014,301,Ballot a,53
2014,302,Ballot b,36
2014,303,Ballot a,65
2014,304,Ballot b,58
2014,305,Ballot b,53
2014,306,Ballot a,39
2014,307,Ballot a,53
2014,308,Ballot c,48
2014,309,Ballot c,53
2014,310,Ballot c,35
2014,311,Ballot a,63
2014,312,Ballot c,61
2014,313,Ballot b,28
2014,314,Ballot b,55
2014,315,Ballot c,48
2014,316,Ballot c,18
2014,317,Ballot a,31
2014,318,Ballot c,0
2014,319,Ballot c,28
2014,320,Ballot b,45
2014,321,Ballot b,0
2014,322,Ballot b,58
2014,323,Ballot c,60
2014,324,Ballot b,47
2014,325,Ballot b,31
2014,326,Ballot c,35
2014,327,Ballot a,28
2014,328,Ballot c,21
2014,329,Ballot a,35
2014,330,Ballot c,39
2014,331,Ballot a,31
2014,332,Ballot c,69
2014,333,Ballot b,59
2014,334,Ballot b,53
2014,335,Ballot b,53
2014,336,Ballot b,38
2014,337,Ballot c,31
2014,338,Ballot c,31
2014,339,Ballot a,37
2014,340,Ballot a,39
2014,341,Ballot c,48
2014,342,Ballot c,52
2014,343,Ballot b,43
2014,344,Ballot a,49
2014,345,Ballot a,45
2014,346,Ballot b,60
2014,347,Ballot a,36
2014,348,Ballot b,46
2014,349,Ballot b,55
2014,350,Ballot c,74
2014,351,Ballot c,52
2014,352,Ballot b,43
2014,353,Ballot a,55
2014,354,Ballot b,50
2014,355,Ballot a,60
2014,356,Ballot c,31
2014,357,Ballot b,36
2014,358,Ballot b,38
2014,359,Ballot a,39
2014,360,Ballot c,54
2014,361,Ballot c,38
2014,362,Ballot a,39
2014,363,Ballot c,36
2014,364,Ballot c,47
2014,365,Ballot b,47
2014,366,Ballot a,63
2014,367,Ballot b,39
2014,368,Ballot c,48
2014,369,Ballot a,53
2014,370,Ballot c,47
2014,371,Ballot b,48
2014,372,Ballot c,60
2014,373,Ballot c,64
2014,374,Ballot c,53
2014,375,Ballot a,38
2014,376,Ballot b,38
2014,377,Ballot a,50
2014,378,Ballot b,0
2014,379,Ballot b,60
2014,380,Ballot a,64
2014,381,Ballot a,31
2014,382,Ballot c,45
2014,383,Ballot a,71
2014,384,Ballot b,0
2014,385,Ballot b,36
2014,386,Ballot a,45
2014,387,Ballot c,48
2014,388,Ballot b,47
2014,389,Ballot c,28
2014,390,Ballot b,35
2014,391,Ballot b,25
2014,392,Ballot c,35
2014,393,Ballot a,48
2014,394,Ballot b,61
2014,395,Ballot b,18
2014,396,Ballot b,49
2014,397,Ballot a,48
2014,398,Ballot b,74
2014,399,Ballot a,37
2014,400,Ballot a,0
2014,401,Ballot c,35
2014,402,Ballot c,53
2014,403,Ballot c,46
2014,404,Ballot b,65
2014,405,Ballot c,74
2014,406,Ballot b,64
2014,407,Ballot a,47
2014,408,Ballot b,69
2014,409,Ballot b,74
2014,410,Ballot b,64
2014,411,Ballot c,69
2014,412,Ballot a,48
2014,413,Ballot a,48
2014,414,Ballot b,39
2014,415,Ballot b,46
2014,416,Ballot b,60
2014,417,Ballot c,55
2014,418,Ballot a,51
2014,419,Ballot a,32
2014,420,Ballot b,48
2014,421,Ballot c,28
2014,422,Ballot b,18
2014,423,Ballot b,0
2014,424,Ballot a,57
2014,425,Ballot a,72
2014,426,Ballot a,35
2014,427,Ballot c,36
2014,428,Ballot b,28
2014,429,Ballot c,43
2014,430,Ballot c,31
2014,431,Ballot c,31
2014,432,Ballot c,0
2014,433,Ballot c,32
2014,434,Ballot a,0
2014,435,Ballot a,53
2014,436,Ballot c,59
2014,437,Ballot c,45
2014,438,Ballot c,35
2014,439,Ballot c,49
2014,440,Ballot a,18
2014,441,Ballot b,65
2014,442,Ballot a,47
2014,443,Ballot a,45
2014,444,Ballot a,60
2014,445,Ballot b,35
2014,446,Ballot c,63
2014,447,Ballot a,43
2014,448,Ballot c,60
2014,449,Ballot b,53
2014,450,Ballot b,66
2014,451,Ballot a,70
2014,452,Ballot b,63
2014,453,Ballot a,38
2014,454,Ballot a,71
2014,455,Ballot a,70
2014,456,Ballot a,47
2014,457,Ballot c,38
2014,458,Ballot c,53
2014,459,Ballot c,38
2014,460,Ballot c,28
2014,461,Ballot c,53
2014,462,Ballot a,61
2014,463,Ballot b,0
2014,464,Ballot a,35
2014,465,Ballot c,24
2014,466,Ballot a,48
2014,467,Ballot a,34
2014,468,Ballot c,35
2014,469,Ballot b,40
2014,470,Ballot c,21
2014,471,Ballot a,54
2014,472,Ballot a,44
2014,473,Ballot b,48
2014,474,Ballot a,36
2014,475,Ballot a,32
2014,476,Ballot c,29
2014,477,Ballot a,64
2014,478,Ballot c,52
2014,479,Ballot b,33
2014,480,Ballot a,42
2014,481,Ballot c,48
2014,482,Ballot c,72
2014,483,Ballot c,49
2014,484,Ballot a,69
2014,485,Ballot a,40
2014,486,Ballot b,61
2014,487,Ballot b,72
2014,488,Ballot c,51
2014,489,Ballot c,69
2014,490,Ballot c,63
2014,491,Ballot c,51
2014,492,Ballot c,47
2014,493,Ballot b,31
2014,494,Ballot c,69
2014,495,Ballot c,46
2014,496,Ballot b,34
2014,497,Ballot c,45
2014,498,Ballot c,39
2014,499,Ballot c,63
2014,500,Ballot a,61
2014,501,Ballot c,72
2014,502,Ballot c,72
2014,503,Ballot c,42
2014,504,Ballot c,67
2014,505,Ballot b,69
2014,506,Ballot b,42
2014,507,Ballot c,73
2014,508,Ballot c,72
2014,509,Ballot b,40
2014,510,Ballot a,30
2014,511,Ballot c,48
2014,512,Ballot a,43
2014,513,Ballot a,51
2014,514,Ballot c,54
2014,515,Ballot b,45
2014,516,Ballot c,52
2014,517,Ballot a,53
2014,518,Ballot c,33
2014,519,Ballot a,38
2014,520,Ballot b,27
2014,521,Ballot b,53
2014,522,Ballot a,53
2014,523,Ballot c,43
2014,524,Ballot c,49
2014,525,Ballot b,60
2014,526,Ballot c,42
2014,527,Ballot b,0
2014,528,Ballot c,44
2014,529,Ballot b,25
2014,530,Ballot c,70
2014,531,Ballot a,61
2014,532,Ballot b,64
2014,533,Ballot b,0
2014,534,Ballot c,32
2014,535,Ballot a,60
2014,536,Ballot a,45
2014,537,Ballot a,16
2014,538,Ballot c,61
2014,539,Ballot a,45
2014,540,Ballot b,39
2014,541,Ballot c,80
2014,542,Ballot c,28
2014,543,Ballot b,45
2014,544,Ballot c,36
2014,545,Ballot b,32
2014,546,Ballot b,51
2014,547,Ballot a,52
2014,548,Ballot a,74
2014,549,Ballot c,31
2014,550,Ballot a,59
2014,551,Ballot b,38
2014,552,Ballot a,57
2014,553,Ballot c,56
2014,554,Ballot a,46
2014,555,Ballot c,50
2014,556,Ballot b,60
2014,557,Ballot c,48
2014,558,Ballot a,47
2014,559,Ballot c,49
2014,560,Ballot a,44
2014,561,Ballot b,60
2014,562,Ballot c,66
2014,563,Ballot b,34
2014,564,Ballot a,50
2014,565,Ballot b,50
2014,566,Ballot b,45
2014,567,Ballot a,53
2014,568,Ballot c,0
2014,569,Ballot a,66
2014,570,Ballot a,31
2014,571,Ballot a,48
2014,572,Ballot b,46
2014,573,Ballot a,33
2014,574,Ballot c,34
2014,575,Ballot b,32
2014,576,Ballot a,38
2014,577,Ballot b,48
2014,578,Ballot b,40
2014,579,Ballot b,53
2014,580,Ballot b,56
2014,581,Ballot c,39
2014,582,Ballot c,38
2014,583,Ballot b,29
2014,584,Ballot a,53
2014,585,Ballot c,31
2014,586,Ballot c,40
2014,587,Ballot a,60
2014,588,Ballot a,48
2014,589,Ballot c,40
2014,590,Ballot c,39
2014,591,Ballot a,33
2014,592,Ballot a,74
2014,593,Ballot a,38
2014,594,Ballot b,64
2014,595,Ballot b,46
2014,596,Ballot a,36
2014,597,Ballot c,48
2014,598,Ballot a,31
2014,599,Ballot a,31
2014,600,Ballot c,47
2014,601,Ballot b,32
2014,602,Ballot b,35
2014,603,Ballot c,67
2014,604,Ballot c,45
2014,605,Ballot b,33
2014,606,Ballot a,38
2014,607,Ballot b,38
2014,608,Ballot b,48
2014,609,Ballot b,60
2014,610,Ballot b,61
2014,611,Ballot a,51
2014,612,Ballot c,53
2014,613,Ballot b,40
2014,614,Ballot b,42
2014,615,Ballot a,58
2014,616,Ballot a,65
2014,617,Ballot b,57
2014,618,Ballot c,45
2014,619,Ballot c,45
2014,620,Ballot b,60
2014,621,Ballot a,46
2014,622,Ballot c,60
2014,623,Ballot c,0
2014,624,Ballot c,0
2014,625,Ballot b,35
2014,626,Ballot c,29
2014,627,Ballot b,60
2014,628,Ballot b,39
2014,629,Ballot b,46
2014,630,Ballot a,47
2014,631,Ballot c,47
2014,632,Ballot c,47
2014,633,Ballot b,51
2014,634,Ballot b,48
2014,635,Ballot c,35
2014,636,Ballot c,24
2014,637,Ballot a,38
2014,638,Ballot b,25
2014,639,Ballot c,53
2014,640,Ballot c,48
2014,641,Ballot b,33
2014,642,Ballot b,31
2014,643,Ballot a,33
2014,644,Ballot b,35
2014,645,Ballot a,25
2014,646,Ballot a,53
2014,647,Ballot a,32
2014,648,Ballot c,46
2014,649,Ballot c,48
2014,650,Ballot c,65
2014,651,Ballot a,39
2014,652,Ballot b,35
2014,653,Ballot b,47
2014,654,Ballot c,35
2014,655,Ballot a,49
2014,656,Ballot c,48
2014,657,Ballot b,32
2014,658,Ballot a,38
2014,659,Ballot b,46
2014,660,Ballot c,45
2014,661,Ballot a,45
2014,662,Ballot c,35
2014,663,Ballot b,38
2014,664,Ballot c,27
2014,665,Ballot b,40
2014,666,Ballot c,33
2014,667,Ballot a,51
2014,668,Ballot b,31
2014,669,Ballot c,44
2014,670,Ballot a,39
2014,671,Ballot c,43
2014,672,Ballot c,73
2014,673,Ballot a,53
2014,674,Ballot a,24
2014,675,Ballot b,38
2014,676,Ballot a,35
2014,677,Ballot a,36
2014,678,Ballot b,0
2014,679,Ballot b,50
2014,680,Ballot b,47
2014,681,Ballot c,31
2014,682,Ballot b,22
2014,683,Ballot b,0
2014,684,Ballot a,16
2014,685,Ballot c,35
2014,686,Ballot b,25
2014,687,Ballot c,61
2014,688,Ballot b,47
2014,689,Ballot a,69
2014,690,Ballot c,52
2014,691,Ballot c,60
2014,692,Ballot b,22
2014,693,Ballot b,60
2014,694,Ballot a,45
2014,695,Ballot c,38
2014,696,Ballot c,38
2014,697,Ballot b,70
2014,698,Ballot a,56
2014,699,Ballot b,64
2014,700,Ballot b,38
2014,701,Ballot c,38
2014,702,Ballot c,32
2014,703,Ballot b,21
2014,704,Ballot c,31
2014,705,Ballot a,42
2014,706,Ballot b,27
2014,707,Ballot a,47
2014,708,Ballot b,35
2014,709,Ballot c,48
2014,710,Ballot a,21
2014,711,Ballot c,25
2014,712,Ballot a,26
2014,713,Ballot c,45
2014,714,Ballot a,63
2014,715,Ballot b,28
2014,716,Ballot b,60
2014,717,Ballot a,0
2014,718,Ballot a,25
2014,719,Ballot a,28
2014,720,Ballot b,50
2014,721,Ballot a,49
2014,722,Ballot c,51
2014,723,Ballot c,34
2014,724,Ballot a,51
2014,725,Ballot a,60
2014,726,Ballot b,48
2014,727,Ballot c,31
2014,728,Ballot a,68
2014,729,Ballot c,45
2014,730,Ballot b,30
2014,731,Ballot c,50
2014,732,Ballot b,31
2014,733,Ballot c,59
2014,734,Ballot b,53
2014,735,Ballot c,50
2014,736,Ballot c,31
2014,737,Ballot c,38
2014,738,Ballot a,48
2014,739,Ballot b,35
2014,740,Ballot b,39
2014,741,Ballot a,61
2014,742,Ballot a,35
2014,743,Ballot a,28
2014,744,Ballot c,61
2014,745,Ballot c,38
2014,746,Ballot a,46
2014,747,Ballot b,25
2014,748,Ballot a,64
2014,749,Ballot c,35
2014,750,Ballot a,35
2014,751,Ballot b,33
2014,752,Ballot c,64
2014,753,Ballot c,34
2014,754,Ballot c,44
2014,755,Ballot c,37
2014,756,Ballot b,46
2014,757,Ballot a,37
2014,758,Ballot a,62
2014,759,Ballot c,24
2014,760,Ballot c,46
2014,761,Ballot c,48
2014,762,Ballot a,38
2014,763,Ballot c,60
2014,764,Ballot c,24
2014,765,Ballot a,26
2014,766,Ballot c,35
2014,767,Ballot a,38
2014,768,Ballot a,0
2014,769,Ballot a,61
2014,770,Ballot c,38
2014,771,Ballot b,32
2014,772,Ballot c,51
2014,773,Ballot b,36
2014,774,Ballot b,35
2014,775,Ballot b,50
2014,776,Ballot a,49
2014,777,Ballot a,48
2014,778,Ballot b,28
2014,779,Ballot b,21
2014,780,Ballot a,0
2014,781,Ballot c,38
2014,782,Ballot c,42
2014,783,Ballot c,27
2014,784,Ballot b,44
2014,785,Ballot b,39
2014,786,Ballot c,72
2014,787,Ballot b,74
2014,788,Ballot c,0
2014,789,Ballot a,72
2014,790,Ballot a,31
2014,791,Ballot b,35
2014,792,Ballot a,45
2014,793,Ballot c,49
2014,794,Ballot a,31
2014,795,Ballot b,31
2014,796,Ballot a,39
2014,797,Ballot c,48
2014,798,Ballot c,20
2014,799,Ballot c,36
2014,800,Ballot a,25
2014,801,Ballot c,29
2014,802,Ballot b,35
2014,803,Ballot a,51
2014,804,Ballot c,45
2014,805,Ballot b,41
2014,806,Ballot b,31
2014,807,Ballot a,35
2014,808,Ballot a,45
2014,809,Ballot b,0
2014,810,Ballot a,39
2014,811,Ballot b,24
2014,812,Ballot a,48
2014,813,Ballot a,63
2014,814,Ballot a,21
2014,815,Ballot b,31
2014,816,Ballot c,38
2014,817,Ballot b,40
2014,818,Ballot a,29
2014,819,Ballot a,40
2014,820,Ballot a,46
2014,821,Ballot b,25
2014,822,Ballot c,63
2014,823,Ballot a,37
2014,824,Ballot b,48
2014,825,Ballot b,31
2014,826,Ballot a,24
2014,827,Ballot c,39
2014,828,Ballot b,0
2014,829,Ballot a,38
2014,830,Ballot c,44
2014,831,Ballot c,45
2014,832,Ballot c,34
2014,833,Ballot a,28
2014,834,Ballot a,27
2014,835,Ballot b,60
2014,836,Ballot a,48
2014,837,Ballot a,46
2014,838,Ballot b,46
2014,839,Ballot c,38
2014,840,Ballot c,53
2014,841,Ballot c,49
2014,842,Ballot b,60
2014,843,Ballot a,66
2014,844,Ballot c,41
2014,845,Ballot a,46
2014,846,Ballot a,55
2014,847,Ballot a,47
2014,848,Ballot c,50
2014,849,Ballot b,45
2014,850,Ballot a,35
2014,851,Ballot a,61
2014,852,Ballot c,35
2014,853,Ballot b,32
2014,854,Ballot a,75
2014,855,Ballot b,44
2014,856,Ballot c,0
2014,857,Ballot b,55
2014,858,Ballot c,35
2014,859,Ballot b,41
2014,860,Ballot a,49
2014,861,Ballot b,46
2014,862,Ballot c,54
2014,863,Ballot c,32
2014,864,Ballot b,31
2014,865,Ballot b,0
2014,866,Ballot b,31
2014,867,Ballot b,38
2014,868,Ballot b,60
2014,869,Ballot b,33
2014,870,Ballot c,35
2014,871,Ballot a,49
2014,872,Ballot c,64
2014,873,Ballot b,44
2014,874,Ballot c,38
2014,875,Ballot b,32
2014,876,Ballot c,53
2014,877,Ballot b,61
2014,878,Ballot c,56
2014,879,Ballot c,50
2014,880,Ballot c,64
2014,881,Ballot c,36
2014,882,Ballot c,53
2014,883,Ballot b,48
2014,884,Ballot b,55
2014,885,Ballot c,62
2014,886,Ballot c,48
2014,887,Ballot b,43
2014,888,Ballot a,28
2014,889,Ballot a,47
2014,890,Ballot b,31
2014,891,Ballot c,49
2014,892,Ballot a,68
2014,893,Ballot c,18
2014,894,Ballot b,43
2014,895,Ballot b,72
2014,896,Ballot a,0
2014,897,Ballot b,55
2014,898,Ballot b,60
2014,899,Ballot a,43
2014,900,Ballot b,39
2014,901,Ballot b,40
2014,902,Ballot c,31
2014,903,Ballot b,44
2014,904,Ballot b,51
2014,905,Ballot c,48
2014,906,Ballot c,46
2014,907,Ballot a,55
2014,908,Ballot c,31
2014,909,Ballot c,41
2014,910,Ballot b,0
2014,911,Ballot a,25
2014,912,Ballot a,24
2014,913,Ballot c,69
2014,914,Ballot c,32
2014,915,Ballot a,27
2014,916,Ballot a,35
2014,917,Ballot b,25
2014,918,Ballot b,46
2014,919,Ballot b,48
2014,920,Ballot b,80
2014,921,Ballot a,60
2014,922,Ballot b,65
2014,923,Ballot b,65
2014,924,Ballot b,53
2014,925,Ballot c,73
2014,926,Ballot a,37
2014,927,Ballot c,25
2014,928,Ballot b,64
2014,929,Ballot b,40
2014,930,Ballot b,46
2014,931,Ballot c,29
2014,932,Ballot b,35
2014,933,Ballot a,50
2014,934,Ballot a,32
2014,935,Ballot a,70
2014,936,Ballot c,44
2014,937,Ballot b,59
2014,938,Ballot c,0
2014,939,Ballot a,25
2014,940,Ballot c,0
2014,941,Ballot c,29
2014,942,Ballot b,0
2014,943,Ballot c,39
2014,944,Ballot b,38
2014,945,Ballot b,65
2014,946,Ballot b,33
2014,947,Ballot b,58
2014,948,Ballot b,45
2014,949,Ballot b,61
2014,950,Ballot a,49
2014,951,Ballot a,61
2014,952,Ballot b,47
2014,953,Ballot a,66
2014,954,Ballot a,45
2014,955,Ballot b,38
2014,956,Ballot b,69
2014,957,Ballot b,25
2014,958,Ballot a,36
2014,959,Ballot b,35
2014,960,Ballot c,52
2014,961,Ballot c,46
2014,962,Ballot c,31
2014,963,Ballot b,29
2014,964,Ballot a,45
2014,965,Ballot c,39
2014,966,Ballot c,53
2014,967,Ballot c,50
2014,968,Ballot c,64
2014,969,Ballot c,51
2014,970,Ballot a,46
2014,971,Ballot a,60
2014,972,Ballot c,42
2014,973,Ballot a,60
2014,974,Ballot b,60
2014,975,Ballot b,58
2014,976,Ballot a,0
2014,977,Ballot c,42
2014,978,Ballot b,36
2014,979,Ballot c,70
2014,980,Ballot a,38
2014,981,Ballot a,38
2014,982,Ballot c,25
2014,983,Ballot c,61
2014,984,Ballot c,69
2014,985,Ballot a,35
2014,986,Ballot a,49
2014,987,Ballot b,31
2014,988,Ballot c,40
2014,989,Ballot c,48
2014,990,Ballot c,60
2014,991,Ballot b,53
2014,992,Ballot c,42
2014,993,Ballot a,46
2014,994,Ballot c,47
2014,995,Ballot b,22
2014,996,Ballot a,53
2014,997,Ballot c,38
2014,998,Ballot c,31
2014,999,Ballot b,47
2014,1000,Ballot b,21
2014,1001,Ballot a,32
2014,1002,Ballot a,48
2014,1003,Ballot c,40
2014,1004,Ballot b,24
2014,1005,Ballot c,48
2014,1006,Ballot c,24
2014,1007,Ballot c,28
2014,1008,Ballot a,47
2014,1009,Ballot c,35
2014,1010,Ballot b,47
2014,1011,Ballot a,46
2014,1012,Ballot a,50
2014,1013,Ballot b,21
2014,1014,Ballot a,35
2014,1015,Ballot b,63
2014,1016,Ballot b,38
2014,1017,Ballot b,25
2014,1018,Ballot a,31
2014,1019,Ballot c,47
2014,1020,Ballot b,31
2014,1021,Ballot b,31
2014,1022,Ballot a,38
2014,1023,Ballot b,64
2014,1024,Ballot b,32
2014,1025,Ballot c,43
2014,1026,Ballot a,48
2014,1027,Ballot b,25
2014,1028,Ballot b,0
2014,1029,Ballot a,48
2014,1030,Ballot b,40
2014,1031,Ballot c,25
2014,1032,Ballot a,58
2014,1033,Ballot b,65
2014,1034,Ballot c,47
2014,1035,Ballot b,38
2014,1036,Ballot c,54
2014,1037,Ballot b,53
2014,1038,Ballot a,28
2014,1039,Ballot a,66
2014,1040,Ballot a,52
2014,1041,Ballot c,35
2014,1042,Ballot c,48
2014,1043,Ballot b,27
2014,1044,Ballot b,59
2014,1045,Ballot b,59
2014,1046,Ballot c,62
2014,1047,Ballot a,48
2014,1048,Ballot c,72
2014,1049,Ballot a,31
2014,1050,Ballot b,53
2014,1051,Ballot c,61
2014,1052,Ballot a,74
2014,1053,Ballot b,38
2014,1054,Ballot c,63
2014,1055,Ballot c,64
2014,1056,Ballot c,63
2014,1057,Ballot a,73
2014,1058,Ballot b,53
2014,1059,Ballot b,31
2014,1060,Ballot a,16
2014,1061,Ballot b,33
2014,1062,Ballot b,25
2014,1063,Ballot a,61
2014,1064,Ballot c,39
2014,1065,Ballot b,35
2014,1066,Ballot a,37
2014,1067,Ballot c,48
2014,1068,Ballot a,48
2014,1069,Ballot a,25
2014,1070,Ballot b,32
2014,1071,Ballot a,36
2014,1072,Ballot a,69
2014,1073,Ballot a,35
2014,1074,Ballot b,54
2014,1075,Ballot a,0
2014,1076,Ballot c,33
2014,1077,Ballot a,48
2014,1078,Ballot b,16
2014,1079,Ballot c,60
2014,1080,Ballot b,0
2014,1081,Ballot b,46
2014,1082,Ballot a,35
2014,1083,Ballot c,35
2014,1084,Ballot b,72
2014,1085,Ballot a,35
2014,1086,Ballot b,0
2014,1087,Ballot c,47
2014,1088,Ballot c,28
2014,1089,Ballot c,48
2014,1090,Ballot a,47
2014,1091,Ballot c,28
2014,1092,Ballot c,0
2014,1093,Ballot c,41
2014,1094,Ballot b,25
2014,1095,Ballot c,32
2014,1096,Ballot b,45
2014,1097,Ballot b,22
2014,1098,Ballot c,47
2014,1099,Ballot c,38
2014,1100,Ballot b,51
2014,1101,Ballot c,62
2014,1102,Ballot c,47
2014,1103,Ballot c,61
2014,1104,Ballot a,46
2014,1105,Ballot a,61
2014,1106,Ballot b,53
2014,1107,Ballot a,53
2014,1108,Ballot c,29
2014,1109,Ballot b,53
2014,1110,Ballot b,51
2014,1111,Ballot c,31
2014,1112,Ballot c,48
2014,1113,Ballot c,27
2014,1114,Ballot c,53
2014,1115,Ballot c,52
2014,1116,Ballot a,38
2014,1117,Ballot b,40
2014,1118,Ballot a,50
2014,1119,Ballot a,30
2014,1120,Ballot b,57
2014,1121,Ballot c,55
2014,1122,Ballot b,54
2014,1123,Ballot b,48
2014,1124,Ballot a,46
2014,1125,Ballot a,38
2014,1126,Ballot b,38
2014,1127,Ballot a,54
2014,1128,Ballot b,37
2014,1129,Ballot a,64
2014,1130,Ballot b,48
2014,1131,Ballot c,39
2014,1132,Ballot b,32
2014,1133,Ballot a,43
2014,1134,Ballot b,51
2014,1135,Ballot b,64
2014,1136,Ballot a,36
2014,1137,Ballot c,37
2014,1138,Ballot a,52
2014,1139,Ballot a,34
2014,1140,Ballot a,28
2014,1141,Ballot c,38
2014,1142,Ballot a,59
2014,1143,Ballot b,31
2014,1144,Ballot c,38
2014,1145,Ballot a,45
2014,1146,Ballot a,36
2014,1147,Ballot b,53
2014,1148,Ballot b,38
2014,1149,Ballot c,31
2014,1150,Ballot c,45
2014,1151,Ballot c,31
2014,1152,Ballot b,48
